idx,timestamp,is_attack,fused_u,fused_b,fused_d,max_u,mean_u,min_b,mean_b,max_d,n_sensors,n_high_u
741,03/08/16 21,0,0.184049,0.635831,0.180120,0.997913,0.841035,0.001706,0.147837,0.177288,31,660
742,03/08/16 22,0,0.178907,0.643387,0.177706,0.997713,0.840789,0.001963,0.148227,0.138929,31,662
743,03/08/16 23,0,0.183517,0.634056,0.182427,0.997713,0.840566,0.001963,0.148615,0.148187,31,665
744,04/08/16 00,0,0.166117,0.686871,0.147012,0.997718,0.839271,0.001565,0.150377,0.134916,31,662
745,04/08/16 01,0,0.134807,0.739342,0.125851,0.997822,0.837909,0.001219,0.152174,0.105072,31,659
746,04/08/16 02,0,0.134109,0.740938,0.124953,0.998303,0.836599,0.000949,0.153875,0.101860,31,656
747,04/08/16 03,0,0.133738,0.741867,0.124395,0.998303,0.836120,0.000949,0.154563,0.129549,31,655
748,04/08/16 04,0,0.119145,0.785904,0.098513,0.998272,0.836824,0.001136,0.153525,0.234791,31,655
749,04/08/16 05,0,0.148555,0.709475,0.141970,0.997848,0.838294,0.001062,0.151456,0.234791,31,659
750,04/08/16 06,0,0.121010,0.772850,0.106140,0.998324,0.836883,0.000827,0.153253,0.270475,31,663
751,04/08/16 07,0,0.105286,0.824332,0.071086,0.997849,0.835310,0.001379,0.155459,0.210646,31,662
752,04/08/16 08,0,0.128389,0.750719,0.120892,0.998283,0.835948,0.001074,0.154577,0.234791,31,653
753,04/08/16 09,0,0.159130,0.633939,0.206932,0.998159,0.836924,0.001390,0.152921,0.412912,31,654
754,04/08/16 10,0,0.121742,0.793265,0.084992,0.998256,0.836782,0.001233,0.153238,0.321576,31,659
755,04/08/16 11,0,0.151282,0.719451,0.130049,0.998060,0.837262,0.001047,0.152626,0.250444,31,661
756,04/08/16 12,0,0.140695,0.751041,0.108264,0.998272,0.836244,0.000816,0.154089,0.195046,31,660
757,04/08/16 13,0,0.128803,0.760675,0.110521,0.998356,0.835480,0.000635,0.155192,0.151902,31,660
758,04/08/16 14,0,0.115558,0.806814,0.077906,0.998332,0.834735,0.000778,0.156241,0.118301,31,657
759,04/08/16 15,0,0.122045,0.787278,0.090677,0.998097,0.834366,0.001470,0.156772,0.101860,31,655
760,04/08/16 16,0,0.108171,0.812557,0.079272,0.997966,0.833500,0.001504,0.157961,0.092701,31,656
761,04/08/16 17,0,0.110210,0.812371,0.078478,0.998266,0.833363,0.001171,0.158152,0.113761,31,656
762,04/08/16 18,0,0.132414,0.771120,0.096466,0.998281,0.834330,0.001082,0.156861,0.169688,31,653
763,04/08/16 19,0,0.115656,0.795147,0.089197,0.998251,0.833841,0.001265,0.157529,0.132153,31,657
764,04/08/16 20,0,0.120206,0.774133,0.105660,0.998267,0.834704,0.001169,0.156079,0.282340,31,658
765,04/08/16 21,0,0.118426,0.794667,0.094417,0.998126,0.834252,0.001432,0.156816,0.219886,31,657
766,04/08/16 22,0,0.125886,0.780350,0.093764,0.998229,0.834375,0.001299,0.156737,0.171248,31,657
767,04/08/16 23,0,0.130187,0.766414,0.103399,0.998081,0.834838,0.001489,0.156192,0.133368,31,655
768,05/08/16 00,0,0.139188,0.756803,0.110283,0.997716,0.835645,0.001959,0.155172,0.134838,31,659
769,05/08/16 01,0,0.160132,0.702294,0.137573,0.997713,0.836471,0.001565,0.154002,0.182633,31,661
770,05/08/16 02,0,0.175385,0.636513,0.188102,0.998022,0.838508,0.001219,0.150997,0.240944,31,661
771,05/08/16 03,0,0.141159,0.761597,0.106837,0.998303,0.837983,0.000949,0.151815,0.187648,31,662
772,05/08/16 04,0,0.126122,0.770313,0.103752,0.998303,0.839693,0.000811,0.149489,0.234791,31,662
773,05/08/16 05,0,0.149360,0.705621,0.145018,0.998326,0.840673,0.000632,0.148140,0.234791,31,661
774,05/08/16 06,0,0.165096,0.691963,0.142941,0.997822,0.841416,0.000492,0.147077,0.256388,31,669
775,05/08/16 07,0,0.142530,0.731224,0.126246,0.998303,0.840076,0.000383,0.149028,0.199675,31,665
776,05/08/16 08,0,0.133210,0.765139,0.101651,0.998387,0.838784,0.000298,0.150874,0.155507,31,663
777,05/08/16 09,0,0.139614,0.749091,0.112445,0.998262,0.837946,0.001198,0.152088,0.122763,31,657
778,05/08/16 10,0,0.146385,0.731344,0.122271,0.998286,0.837332,0.001054,0.152944,0.122403,31,655
779,05/08/16 11,0,0.151789,0.716404,0.131807,0.998033,0.837294,0.001551,0.153047,0.124022,31,655
780,05/08/16 12,0,0.157664,0.701558,0.140777,0.997772,0.837376,0.001887,0.152977,0.127802,31,657
781,05/08/16 13,0,0.151619,0.708334,0.140048,0.997713,0.837039,0.001963,0.153470,0.114453,31,660
782,05/08/16 14,0,0.152822,0.704743,0.142435,0.997713,0.837782,0.001963,0.152236,0.265679,31,657
783,05/08/16 15,0,0.154586,0.700248,0.145166,0.997611,0.837640,0.001975,0.152480,0.206911,31,659
784,05/08/16 16,0,0.159011,0.691010,0.149979,0.997846,0.837903,0.001538,0.152187,0.161143,31,659
785,05/08/16 17,0,0.161570,0.684741,0.153689,0.998262,0.838313,0.001198,0.151701,0.169688,31,660
786,05/08/16 18,0,0.165602,0.675924,0.158474,0.997860,0.839003,0.000986,0.150720,0.246744,31,663
787,05/08/16 19,0,0.142126,0.735366,0.128082,0.998334,0.837824,0.000768,0.152346,0.192164,31,665
788,05/08/16 20,0,0.137462,0.738725,0.126338,0.997768,0.836972,0.001892,0.153481,0.149658,31,660
789,05/08/16 21,0,0.140171,0.740465,0.125327,0.997768,0.836358,0.001892,0.154279,0.127677,31,657
790,05/08/16 22,0,0.162034,0.692056,0.145911,0.997838,0.836595,0.001803,0.153954,0.187695,31,658
791,05/08/16 23,0,0.178858,0.604824,0.216318,0.998081,0.836739,0.001475,0.153630,0.299295,31,659
792,06/08/16 00,0,0.189573,0.547308,0.263119,0.998270,0.836238,0.001148,0.154258,0.281198,31,660
793,06/08/16 01,0,0.193434,0.552715,0.253851,0.998307,0.835868,0.000926,0.154838,0.218997,31,661
794,06/08/16 02,0,0.122730,0.763812,0.113458,0.998180,0.835414,0.001219,0.155475,0.170555,31,657
795,06/08/16 03,0,0.118375,0.793138,0.100288,0.998303,0.836116,0.000949,0.154472,0.234791,31,655
796,06/08/16 04,0,0.116807,0.777036,0.109598,0.998303,0.835130,0.000949,0.155785,0.182856,31,658
797,06/08/16 05,0,0.127856,0.774513,0.097631,0.998317,0.834626,0.000867,0.156446,0.169688,31,659
798,06/08/16 06,0,0.147338,0.735656,0.117006,0.997970,0.837214,0.001632,0.152887,0.234791,31,654
799,06/08/16 07,0,0.154702,0.683487,0.161934,0.997930,0.837672,0.001684,0.152077,0.234791,31,661
800,06/08/16 08,0,0.127449,0.787403,0.085148,0.997946,0.836659,0.001663,0.153555,0.182856,31,665
801,06/08/16 09,0,0.138949,0.757360,0.103691,0.997942,0.836219,0.001668,0.154232,0.142408,31,657
802,06/08/16 10,0,0.158487,0.715911,0.135995,0.997960,0.837942,0.001645,0.151880,0.234998,31,653
803,06/08/16 11,0,0.140701,0.736521,0.122778,0.998002,0.838163,0.001371,0.151674,0.183017,31,661
804,06/08/16 12,0,0.141461,0.739191,0.123041,0.997853,0.837950,0.001067,0.152015,0.149886,31,661
805,06/08/16 13,0,0.162589,0.688969,0.148441,0.998323,0.838023,0.000831,0.151766,0.220253,31,662
806,06/08/16 14,0,0.178401,0.608173,0.213425,0.997910,0.838521,0.001710,0.150742,0.287029,31,659
807,06/08/16 15,0,0.139509,0.755369,0.116041,0.997966,0.837585,0.001490,0.152105,0.223539,31,661
808,06/08/16 16,0,0.119930,0.777314,0.102756,0.998262,0.837342,0.001160,0.152254,0.285672,31,659
809,06/08/16 17,0,0.126715,0.784019,0.089266,0.998311,0.836425,0.000904,0.153602,0.222481,31,657
810,06/08/16 18,0,0.119930,0.800378,0.079692,0.998159,0.836554,0.001390,0.153554,0.173269,31,658
811,06/08/16 19,0,0.096969,0.829086,0.073945,0.997853,0.835017,0.001488,0.155730,0.134942,31,655
812,06/08/16 20,0,0.109895,0.805342,0.084763,0.998001,0.833947,0.001159,0.157261,0.105093,31,656
813,06/08/16 21,0,0.108120,0.811814,0.080066,0.998273,0.833099,0.000903,0.158462,0.095302,31,652
814,06/08/16 22,0,0.122015,0.795830,0.082155,0.998345,0.832974,0.000703,0.158693,0.135982,31,652
815,06/08/16 23,0,0.122676,0.792023,0.085301,0.998333,0.832792,0.000772,0.158986,0.128883,31,654
816,07/08/16 00,0,0.149600,0.732898,0.117502,0.998266,0.832415,0.001175,0.159550,0.166581,31,656
817,07/08/16 01,0,0.109320,0.809252,0.081428,0.997904,0.831733,0.001219,0.160518,0.129734,31,656
818,07/08/16 02,0,0.123810,0.780312,0.095877,0.998303,0.831514,0.000949,0.160815,0.109289,31,653
819,07/08/16 03,0,0.127911,0.769682,0.102407,0.997824,0.834103,0.001538,0.157175,0.234791,31,652
820,07/08/16 04,0,0.148971,0.706907,0.144122,0.998262,0.836982,0.001198,0.153167,0.234791,31,657
821,07/08/16 05,0,0.147054,0.742224,0.110722,0.998303,0.837572,0.000949,0.152425,0.182856,31,668
822,07/08/16 06,0,0.145800,0.722108,0.140582,0.998303,0.839476,0.000949,0.149680,0.245013,31,664
823,07/08/16 07,0,0.165386,0.641088,0.193526,0.997894,0.839845,0.001564,0.149085,0.234791,31,665
824,07/08/16 08,0,0.129916,0.775459,0.098055,0.997936,0.839951,0.001218,0.149071,0.182856,31,664
825,07/08/16 09,0,0.143712,0.744191,0.112097,0.998304,0.839816,0.000948,0.149308,0.169688,31,660
826,07/08/16 10,0,0.151306,0.723175,0.127054,0.997970,0.839455,0.001587,0.149665,0.326826,31,665
827,07/08/16 11,0,0.148554,0.721471,0.134505,0.998248,0.839175,0.001236,0.150153,0.254533,31,660
828,07/08/16 12,0,0.144142,0.729906,0.125953,0.998294,0.839836,0.000963,0.149336,0.198230,31,657
829,07/08/16 13,0,0.149830,0.719288,0.130881,0.998337,0.840587,0.000750,0.148142,0.227777,31,660
830,07/08/16 14,0,0.170377,0.626921,0.202702,0.998013,0.841572,0.000969,0.146447,0.300196,31,662
831,07/08/16 15,0,0.147811,0.716162,0.136026,0.998336,0.840879,0.000755,0.147508,0.233793,31,665
832,07/08/16 16,0,0.149238,0.713621,0.137921,0.997994,0.840425,0.001538,0.148275,0.182078,31,665
833,07/08/16 17,0,0.153113,0.711680,0.139375,0.998262,0.840261,0.001198,0.148671,0.141803,31,661
834,07/08/16 18,0,0.170006,0.680374,0.149620,0.997481,0.840142,0.002261,0.148950,0.152543,31,660
835,07/08/16 19,0,0.180818,0.647340,0.171841,0.997624,0.840004,0.002077,0.149180,0.167840,31,661
836,07/08/16 20,0,0.187582,0.629078,0.183340,0.997640,0.840018,0.001893,0.149218,0.155242,31,661
837,07/08/16 21,0,0.192820,0.609397,0.197782,0.998093,0.840608,0.001474,0.148461,0.167390,31,660
838,07/08/16 22,0,0.162506,0.686669,0.150825,0.998014,0.839618,0.001553,0.149810,0.196744,31,662
839,07/08/16 23,0,0.176896,0.628474,0.194631,0.998260,0.838649,0.001210,0.151026,0.229922,31,662
840,08/08/16 00,0,0.180070,0.628352,0.191578,0.997671,0.837726,0.001565,0.152287,0.179064,31,659
841,08/08/16 01,0,0.145190,0.734321,0.125082,0.997822,0.836972,0.001219,0.153320,0.139455,31,656
842,08/08/16 02,0,0.152269,0.716191,0.131540,0.998303,0.836202,0.000949,0.154376,0.125978,31,656
843,08/08/16 03,0,0.149850,0.715495,0.134655,0.998303,0.835733,0.000949,0.155069,0.116002,31,656
844,08/08/16 04,0,0.138170,0.733631,0.128199,0.998262,0.837168,0.001169,0.153049,0.234791,31,655
845,08/08/16 05,0,0.148405,0.710215,0.141380,0.998310,0.838045,0.000910,0.151800,0.234791,31,659
846,08/08/16 06,0,0.164358,0.695386,0.140257,0.998303,0.837567,0.000949,0.152503,0.182856,31,664
847,08/08/16 07,0,0.140577,0.762259,0.097163,0.997914,0.836251,0.000986,0.154319,0.147474,31,662
848,08/08/16 08,0,0.099034,0.832543,0.068423,0.998262,0.834611,0.000768,0.156553,0.114853,31,659
849,08/08/16 09,0,0.125719,0.745751,0.128530,0.998362,0.835319,0.000598,0.155307,0.337318,31,653
850,08/08/16 10,0,0.121022,0.784532,0.094446,0.997867,0.834587,0.001481,0.156346,0.262704,31,654
851,08/08/16 11,0,0.122945,0.782020,0.098344,0.998248,0.834323,0.001153,0.156745,0.204594,31,658
852,08/08/16 12,0,0.126341,0.771581,0.102078,0.998299,0.834028,0.000898,0.157194,0.159338,31,654
853,08/08/16 13,0,0.093538,0.832529,0.074993,0.998345,0.833257,0.000699,0.158257,0.124092,31,656
854,08/08/16 14,0,0.111602,0.806159,0.082238,0.998066,0.832783,0.001509,0.158909,0.101860,31,656
855,08/08/16 15,0,0.095889,0.827444,0.077228,0.998002,0.832499,0.001591,0.159322,0.083598,31,653
856,08/08/16 16,0,0.123646,0.795122,0.081233,0.998036,0.833391,0.001547,0.158118,0.169688,31,653
857,08/08/16 17,0,0.116765,0.814716,0.073669,0.998251,0.832961,0.001263,0.158685,0.147474,31,657
858,08/08/16 18,0,0.120177,0.776677,0.103146,0.998261,0.834143,0.001205,0.156924,0.269345,31,658
859,08/08/16 19,0,0.152356,0.662259,0.185385,0.998253,0.834466,0.001253,0.156222,0.329654,31,655
860,08/08/16 20,0,0.118236,0.802996,0.084364,0.998261,0.833773,0.001207,0.157321,0.256735,31,659
861,08/08/16 21,0,0.126356,0.774731,0.098913,0.998279,0.833514,0.001095,0.157798,0.199946,31,655
862,08/08/16 22,0,0.143695,0.739507,0.116798,0.998300,0.834428,0.000968,0.156660,0.155718,31,654
863,08/08/16 23,0,0.165925,0.665056,0.169019,0.998176,0.835400,0.001368,0.155338,0.237471,31,656
864,09/08/16 00,0,0.180271,0.603569,0.216160,0.997973,0.836964,0.001629,0.153184,0.251369,31,663
865,09/08/16 01,0,0.170426,0.644980,0.189292,0.997982,0.838667,0.001565,0.150767,0.224956,31,663
866,09/08/16 02,0,0.183786,0.588198,0.228016,0.997871,0.840295,0.001219,0.148213,0.285148,31,662
867,09/08/16 03,0,0.144412,0.745068,0.120589,0.998303,0.839935,0.000949,0.148811,0.222074,31,666
868,09/08/16 04,0,0.133895,0.752856,0.113248,0.998303,0.840010,0.000949,0.148868,0.172951,31,663
869,09/08/16 05,0,0.146982,0.741740,0.111277,0.998262,0.840155,0.001181,0.148554,0.234791,31,658
870,09/08/16 06,0,0.140351,0.723570,0.136078,0.998221,0.838078,0.000919,0.151311,0.298651,31,664
871,09/08/16 07,0,0.074776,0.860905,0.071187,0.997905,0.835896,0.000716,0.154426,0.232589,31,661
872,09/08/16 08,0,0.097185,0.836082,0.066733,0.998369,0.834328,0.000558,0.156669,0.181141,31,652
873,09/08/16 09,0,0.108975,0.810546,0.080479,0.997713,0.833377,0.001963,0.157994,0.141073,31,651
874,09/08/16 10,0,0.093901,0.833963,0.072136,0.997946,0.832756,0.001664,0.158859,0.109867,31,652
875,09/08/16 11,0,0.114822,0.802145,0.083033,0.997713,0.832496,0.001963,0.159222,0.105029,31,652
876,09/08/16 12,0,0.112490,0.809490,0.084475,0.997414,0.832560,0.002347,0.159171,0.117066,31,654
877,09/08/16 13,0,0.115687,0.794634,0.089680,0.997713,0.832060,0.001963,0.159904,0.093942,31,654
878,09/08/16 14,0,0.114648,0.792574,0.092778,0.997768,0.831770,0.001538,0.160334,0.110141,31,655
879,09/08/16 15,0,0.119895,0.791631,0.088474,0.998262,0.832461,0.001198,0.159385,0.203990,31,653
880,09/08/16 16,0,0.119977,0.766283,0.113740,0.998221,0.832418,0.000968,0.159227,0.326826,31,655
881,09/08/16 17,0,0.131566,0.743020,0.125414,0.998325,0.832294,0.000754,0.159442,0.254533,31,657
882,09/08/16 18,0,0.119915,0.771229,0.108856,0.998364,0.834191,0.000587,0.156733,0.315660,31,653
883,09/08/16 19,0,0.103166,0.821804,0.077005,0.997768,0.833847,0.001892,0.157291,0.245836,31,660
884,09/08/16 20,0,0.127493,0.789103,0.083405,0.997855,0.833873,0.001548,0.157334,0.191457,31,658
885,09/08/16 21,0,0.139582,0.757044,0.103374,0.998020,0.834528,0.001206,0.156537,0.149107,31,656
886,09/08/16 22,0,0.137426,0.751001,0.111573,0.998305,0.835201,0.000939,0.155718,0.120542,31,657
887,09/08/16 23,0,0.142660,0.741520,0.118470,0.998314,0.835959,0.000886,0.154768,0.153477,31,659
888,10/08/16 00,0,0.163422,0.687248,0.149329,0.998297,0.836799,0.000972,0.153496,0.216491,31,662
889,10/08/16 01,0,0.178640,0.612173,0.209186,0.998335,0.838136,0.000757,0.151337,0.272922,31,661
890,10/08/16 02,0,0.137968,0.760031,0.102001,0.998266,0.838590,0.001172,0.150779,0.212552,31,660
891,10/08/16 03,0,0.136827,0.751704,0.111470,0.998262,0.839408,0.001163,0.149771,0.169688,31,661
892,10/08/16 04,0,0.146779,0.743092,0.112367,0.998303,0.841076,0.000906,0.147466,0.234791,31,661
893,10/08/16 05,0,0.148823,0.708364,0.142814,0.998344,0.840366,0.000705,0.148398,0.234791,31,666
894,10/08/16 06,0,0.144147,0.729860,0.125993,0.997254,0.838848,0.002553,0.150553,0.182856,31,665
895,10/08/16 07,0,0.145772,0.723919,0.130309,0.997570,0.839496,0.002147,0.149796,0.169688,31,657
896,10/08/16 08,0,0.156526,0.708961,0.134514,0.997615,0.839763,0.002088,0.149560,0.169688,31,658
897,10/08/16 09,0,0.147813,0.716149,0.136038,0.997502,0.840158,0.002234,0.148701,0.355977,31,664
898,10/08/16 10,0,0.153370,0.713204,0.137929,0.997749,0.839405,0.001917,0.149858,0.277236,31,661
899,10/08/16 11,0,0.162992,0.691114,0.145894,0.997883,0.838948,0.001625,0.150634,0.215911,31,661
900,10/08/16 12,0,0.166411,0.680095,0.153494,0.997625,0.838354,0.001265,0.151523,0.168152,31,660
901,10/08/16 13,0,0.167573,0.674427,0.158000,0.997805,0.837970,0.000986,0.152109,0.130957,31,661
902,10/08/16 14,0,0.179493,0.650171,0.170335,0.998284,0.838266,0.000768,0.151797,0.146698,31,658
903,10/08/16 15,0,0.136685,0.734738,0.128577,0.998362,0.837196,0.000598,0.153250,0.114249,31,658
904,10/08/16 16,0,0.135037,0.738248,0.126715,0.997888,0.836285,0.000822,0.154495,0.113761,31,660
905,10/08/16 17,0,0.134285,0.740098,0.125617,0.998355,0.835504,0.000640,0.155501,0.128239,31,655
906,10/08/16 18,0,0.120556,0.781854,0.098299,0.997768,0.838015,0.001892,0.151895,0.250352,31,657
907,10/08/16 19,0,0.150332,0.694303,0.155365,0.998028,0.838518,0.001558,0.151048,0.243688,31,660
908,10/08/16 20,0,0.140219,0.750060,0.109721,0.997960,0.837251,0.001646,0.152791,0.189784,31,667
909,10/08/16 21,0,0.141251,0.747196,0.112653,0.997921,0.836529,0.001618,0.153802,0.147804,31,660
910,10/08/16 22,0,0.154116,0.717172,0.128712,0.998252,0.836154,0.001260,0.154393,0.133709,31,655
911,10/08/16 23,0,0.169076,0.683936,0.146988,0.998292,0.835572,0.001019,0.155225,0.146981,31,656
912,11/08/16 00,0,0.180754,0.646130,0.173116,0.998328,0.835137,0.000804,0.155832,0.175630,31,656
913,11/08/16 01,0,0.168655,0.665549,0.165796,0.998036,0.834719,0.001538,0.156400,0.136781,31,656
914,11/08/16 02,0,0.119397,0.787186,0.093417,0.998262,0.834211,0.001198,0.157098,0.106525,31,655
915,11/08/16 03,0,0.117330,0.808683,0.077679,0.998303,0.833693,0.000949,0.157794,0.133010,31,656
916,11/08/16 04,0,0.127150,0.771584,0.101266,0.998303,0.836411,0.000949,0.154073,0.234791,31,656
917,11/08/16 05,0,0.149953,0.701585,0.148462,0.997853,0.838811,0.001030,0.150640,0.234791,31,660
918,11/08/16 06,0,0.164939,0.692898,0.142163,0.998262,0.840313,0.000802,0.148440,0.229066,31,669
919,11/08/16 07,0,0.138614,0.751899,0.109486,0.998262,0.839200,0.000625,0.150092,0.178397,31,667
920,11/08/16 08,0,0.135060,0.739226,0.131719,0.998381,0.838651,0.000486,0.150665,0.303998,31,662
921,11/08/16 09,0,0.132317,0.750605,0.117078,0.998046,0.837061,0.001534,0.152953,0.236754,31,660
922,11/08/16 10,0,0.136227,0.742259,0.121514,0.998090,0.835901,0.001478,0.154623,0.184384,31,656
923,11/08/16 11,0,0.152355,0.712326,0.135319,0.998050,0.836100,0.001529,0.154441,0.143598,31,654
924,11/08/16 12,0,0.154938,0.703501,0.141561,0.998026,0.836663,0.001560,0.153738,0.154418,31,655
925,11/08/16 13,0,0.165725,0.681347,0.152928,0.998213,0.837749,0.001320,0.152166,0.214610,31,660
926,11/08/16 14,0,0.179307,0.601165,0.219528,0.997713,0.839775,0.001884,0.148982,0.300196,31,661
927,11/08/16 15,0,0.138807,0.757697,0.115632,0.997846,0.840952,0.001467,0.147548,0.233793,31,663
928,11/08/16 16,0,0.136387,0.751726,0.111887,0.998007,0.840644,0.001143,0.148056,0.182078,31,663
929,11/08/16 17,0,0.138429,0.749428,0.112143,0.998313,0.839685,0.000890,0.149426,0.141803,31,665
930,11/08/16 18,0,0.142153,0.738134,0.120041,0.998309,0.838675,0.000915,0.150880,0.124202,31,659
931,11/08/16 19,0,0.160540,0.704599,0.134861,0.997907,0.838425,0.001713,0.151361,0.145798,31,658
932,11/08/16 20,0,0.159812,0.697945,0.142755,0.998041,0.838825,0.001541,0.150409,0.451164,31,657
933,11/08/16 21,0,0.175160,0.666172,0.158668,0.998068,0.838828,0.001506,0.150620,0.351367,31,662
934,11/08/16 22,0,0.185269,0.629510,0.185221,0.998216,0.839223,0.001316,0.150154,0.273645,31,659
935,11/08/16 23,0,0.189563,0.620594,0.189843,0.998266,0.839088,0.001175,0.150405,0.213115,31,662
936,12/08/16 00,0,0.135867,0.738541,0.125592,0.997947,0.837817,0.001662,0.152162,0.165974,31,662
937,12/08/16 01,0,0.134417,0.741172,0.124411,0.997756,0.836725,0.001565,0.153636,0.129261,31,659
938,12/08/16 02,0,0.133814,0.742338,0.123848,0.998060,0.835905,0.001219,0.154785,0.104326,31,656
939,12/08/16 03,0,0.112919,0.808803,0.082593,0.998303,0.835167,0.000949,0.155829,0.113653,31,654
940,12/08/16 04,0,0.118797,0.791317,0.089886,0.998303,0.837203,0.000949,0.153010,0.234791,31,655
941,12/08/16 05,0,0.149464,0.704658,0.145877,0.998300,0.839011,0.000971,0.150559,0.234791,31,659
942,12/08/16 06,0,0.111824,0.806472,0.081704,0.998031,0.836876,0.000879,0.153425,0.182856,31,665
943,12/08/16 07,0,0.063555,0.880634,0.056329,0.998347,0.834902,0.000685,0.156136,0.142408,31,663
944,12/08/16 08,0,0.076834,0.867831,0.055335,0.997768,0.833462,0.001892,0.158079,0.110908,31,652
945,12/08/16 09,0,0.101810,0.839367,0.066255,0.997783,0.832759,0.001872,0.158983,0.101860,31,651
946,12/08/16 10,0,0.108260,0.818149,0.077141,0.998039,0.832494,0.001481,0.159339,0.112399,31,651
947,12/08/16 11,0,0.115661,0.802218,0.082122,0.998252,0.832470,0.001153,0.159371,0.109393,31,653
948,12/08/16 12,0,0.109052,0.810336,0.080612,0.998291,0.832780,0.000898,0.158960,0.101860,31,655
949,12/08/16 13,0,0.123639,0.772469,0.106186,0.998345,0.834026,0.000699,0.157077,0.270344,31,655
950,12/08/16 14,0,0.131169,0.778077,0.092148,0.998262,0.835000,0.000860,0.155811,0.210544,31,658
951,12/08/16 15,0,0.120403,0.783063,0.096534,0.998263,0.834823,0.000670,0.156015,0.228212,31,660
952,12/08/16 16,0,0.121421,0.776903,0.101675,0.997918,0.834087,0.000522,0.157090,0.177732,31,661
953,12/08/16 17,0,0.118519,0.801034,0.082452,0.997962,0.833239,0.000406,0.158356,0.138418,31,656
954,12/08/16 18,0,0.125936,0.779928,0.094136,0.998203,0.832514,0.000316,0.159436,0.107800,31,654
955,12/08/16 19,0,0.130217,0.766125,0.103658,0.998318,0.832001,0.000246,0.160136,0.106765,31,653
956,12/08/16 20,0,0.132935,0.756587,0.110478,0.998245,0.832165,0.001279,0.159922,0.106765,31,653
957,12/08/16 21,0,0.134765,0.749769,0.115467,0.998270,0.833980,0.001150,0.157480,0.136719,31,653
958,12/08/16 22,0,0.144705,0.742531,0.119174,0.998231,0.835505,0.001297,0.155280,0.197681,31,659
959,12/08/16 23,0,0.165432,0.659315,0.175253,0.997713,0.837297,0.001963,0.152530,0.265398,31,661
960,13/08/16 00,0,0.133517,0.745496,0.120987,0.997713,0.837618,0.001963,0.152203,0.206692,31,661
961,13/08/16 01,0,0.139436,0.750709,0.117366,0.997741,0.836920,0.001565,0.153211,0.160972,31,664
962,13/08/16 02,0,0.130372,0.758613,0.112171,0.997845,0.835955,0.001219,0.154575,0.125365,31,658
963,13/08/16 03,0,0.118824,0.795500,0.088924,0.998303,0.836068,0.000949,0.154350,0.234791,31,655
964,13/08/16 04,0,0.148510,0.709866,0.141624,0.998303,0.838406,0.000949,0.151188,0.234791,31,657
965,13/08/16 05,0,0.150382,0.730205,0.119413,0.997594,0.837968,0.002116,0.151838,0.182856,31,662
966,13/08/16 06,0,0.121610,0.777607,0.100783,0.997134,0.836850,0.002708,0.153237,0.242300,31,664
967,13/08/16 07,0,0.128605,0.751464,0.120270,0.997284,0.837457,0.002515,0.152409,0.234791,31,657
968,13/08/16 08,0,0.113933,0.796416,0.089651,0.997713,0.836406,0.001963,0.153819,0.182856,31,658
969,13/08/16 09,0,0.120234,0.782172,0.097594,0.997831,0.835914,0.001722,0.154532,0.142408,31,657
970,13/08/16 10,0,0.122031,0.775695,0.102274,0.997797,0.836068,0.001341,0.154444,0.120436,31,655
971,13/08/16 11,0,0.120479,0.777508,0.102986,0.997851,0.836496,0.001045,0.153834,0.114453,31,656
972,13/08/16 12,0,0.135007,0.759188,0.105806,0.998326,0.837167,0.000813,0.152978,0.124619,31,658
973,13/08/16 13,0,0.139253,0.753312,0.109296,0.998262,0.838676,0.001198,0.151007,0.169688,31,661
974,13/08/16 14,0,0.160977,0.697983,0.141041,0.998299,0.840673,0.000974,0.148192,0.202581,31,666
975,13/08/16 15,0,0.176666,0.629563,0.193771,0.997768,0.841714,0.001892,0.146558,0.246587,31,666
976,13/08/16 16,0,0.144159,0.729742,0.126100,0.997768,0.840907,0.001892,0.147745,0.192042,31,664
977,13/08/16 17,0,0.145780,0.723829,0.130390,0.997768,0.839928,0.001892,0.149155,0.149563,31,662
978,13/08/16 18,0,0.146954,0.719420,0.133627,0.997768,0.840122,0.001892,0.148646,0.318992,31,659
979,13/08/16 19,0,0.147818,0.716096,0.136087,0.997768,0.839539,0.001762,0.149586,0.248431,31,659
980,13/08/16 20,0,0.160908,0.700018,0.139074,0.998102,0.838999,0.001372,0.150451,0.193478,31,663
981,13/08/16 21,0,0.173061,0.672003,0.154937,0.998280,0.838787,0.001069,0.150867,0.150681,31,660
982,13/08/16 22,0,0.183018,0.643128,0.173853,0.998323,0.838885,0.000832,0.150808,0.161991,31,660
983,13/08/16 23,0,0.190267,0.612688,0.197045,0.998262,0.838995,0.001198,0.150641,0.183137,31,660
984,14/08/16 00,0,0.136552,0.735366,0.128082,0.998254,0.837491,0.001243,0.152670,0.142627,31,661
985,14/08/16 01,0,0.134937,0.738725,0.126338,0.997822,0.836226,0.001219,0.154350,0.111078,31,658
986,14/08/16 02,0,0.134208,0.740465,0.125327,0.998303,0.835824,0.000949,0.154852,0.101860,31,655
987,14/08/16 03,0,0.118483,0.793036,0.092354,0.998303,0.837327,0.000949,0.152745,0.234791,31,654
988,14/08/16 04,0,0.149152,0.706301,0.144547,0.998262,0.838246,0.001182,0.151476,0.234791,31,659
