window_idx,window_label,event_id,position,condition,rep,json_valid,action_str,action_class,max_uncertainty,threshold_permitted,whitelist_permitted,combined_permitted,detection_tp,detection_tn,detection_fp,detection_fn,llm_latency_ms,completion_tokens,prompt_tokens,reasoning_tokens
2846,0,3,onset,A,4,1,Monitor system status and sensor data for potential failures or anomalies,monitor,0.203021,1,1,1,0,1,0,0,2519.5,86,79,0
2846,0,3,onset,A,5,1,Monitor and adjust the water flow rate based on sensor readings,monitor,0.203021,1,1,1,0,1,0,0,2390.3,48,79,0
2846,0,3,onset,A,6,1,Monitor and adjust the water flow rate based on sensor readings,monitor,0.203021,1,1,1,0,1,0,0,2474.7,48,79,0
2846,0,3,onset,A,7,1,Monitor and adjust the water flow rate based on sensor readings,monitor,0.203021,1,1,1,0,1,0,0,2383.3,48,79,0
2846,0,3,onset,A,8,1,increase or decrease pressure accordingly,unclear,0.203021,1,1,1,0,0,0,0,2480.1,64,79,0
2846,0,3,onset,A,9,0,,unclear,0.203021,1,1,1,0,0,0,0,2408.1,52,79,0
2847,0,3,onset,A,0,1,Monitor the water pressure in the distribution network using the pressure sensor,monitor,0.184852,1,1,1,0,1,0,0,2385.9,60,79,0
2847,0,3,onset,A,1,0,,unclear,0.184852,1,1,1,0,0,0,0,2347.4,54,79,0
2847,0,3,onset,A,2,1,Monitor sensor data for potential failures or anomalies,monitor,0.184852,1,1,1,0,1,0,0,2443.6,65,79,0
2847,0,3,onset,A,3,1,Monitor the water pressure and flow rate in the distribution network,monitor,0.184852,1,1,1,0,1,0,0,2391.7,61,79,0
2847,0,3,onset,A,4,0,,unclear,0.184852,1,1,1,0,0,0,0,2726.0,189,79,0
2847,0,3,onset,A,5,0,,unclear,0.184852,1,1,1,0,0,0,0,2465.4,67,79,0
2847,0,3,onset,A,6,0,,unclear,0.184852,1,1,1,0,0,0,0,2396.6,51,79,0
2847,0,3,onset,A,7,1,Monitor sensor data for leaks and pressure fluctuations,monitor,0.184852,1,1,1,0,1,0,0,2490.5,79,79,0
2847,0,3,onset,A,8,1,Monitor and adjust water flow based on sensor data,monitor,0.184852,1,1,1,0,1,0,0,2326.1,42,79,0
2847,0,3,onset,A,9,1,Monitor and adjust water pressure in the distribution network based on sensor readings.,monitor,0.184852,1,1,1,0,1,0,0,2431.6,69,79,0
2848,0,3,onset,A,0,0,,unclear,0.173905,1,1,1,0,0,0,0,2325.7,49,79,0
2848,0,3,onset,A,1,1,Monitor the water pressure in the distribution network and adjust the pump accordingly,monitor,0.173905,1,1,1,0,1,0,0,2471.8,67,79,0
2848,0,3,onset,A,2,1,Monitor and adjust the water pressure in the distribution network based on sensor readings,monitor,0.173905,1,1,1,0,1,0,0,2364.1,64,79,0
2848,0,3,onset,A,3,1,Monitor sensor data for pressure and flow anomalies,monitor,0.173905,1,1,1,0,1,0,0,2399.7,53,79,0
2848,0,3,onset,A,4,0,,unclear,0.173905,1,1,1,0,0,0,0,2366.3,49,79,0
2848,0,3,onset,A,5,1,Monitor the water pressure in the distribution lines,monitor,0.173905,1,1,1,0,1,0,0,2398.5,51,79,0
2848,0,3,onset,A,6,1,Monitor the water flow rate and pressure in the distribution network,monitor,0.173905,1,1,1,0,1,0,0,2419.9,56,79,0
2848,0,3,onset,A,7,0,,unclear,0.173905,1,1,1,0,0,0,0,2527.3,105,79,0
2848,0,3,onset,A,8,1,Monitor sensor data for leaks and pressure changes,monitor,0.173905,1,1,1,0,1,0,0,2485.3,77,79,0
2848,0,3,onset,A,9,0,,unclear,0.173905,1,1,1,0,0,0,0,2359.6,52,79,0
2849,0,3,onset,A,0,1,Monitor the water pressure and flow rate in the distribution network,monitor,0.186867,1,1,1,0,1,0,0,2433.7,61,79,0
2849,0,3,onset,A,1,0,,unclear,0.186867,1,1,1,0,0,0,0,2399.7,58,79,0
2849,0,3,onset,A,2,1,Monitor and adjust the water flow rate based on sensor readings,monitor,0.186867,1,1,1,0,1,0,0,2348.7,49,79,0
2849,0,3,onset,A,3,1,Monitor and adjust the water flow rate based on sensor data,monitor,0.186867,1,1,1,0,1,0,0,2415.0,50,79,0
2849,0,3,onset,A,4,1,Monitor and adjust the water flow rate based on sensor readings,monitor,0.186867,1,1,1,0,1,0,0,2387.1,48,79,0
2849,0,3,onset,A,5,1,Monitor and adjust the flow rate of the distribution network based on sensor data,monitor,0.186867,1,1,1,0,1,0,0,2436.1,58,79,0
2849,0,3,onset,A,6,1,Check for low water pressure in the distribution lines,monitor,0.186867,1,1,1,0,1,0,0,2335.9,38,79,0
2849,0,3,onset,A,7,1,Monitor and adjust water flow based on sensor data,monitor,0.186867,1,1,1,0,1,0,0,2518.1,76,79,0
2849,0,3,onset,A,8,1,Monitor sensor data for leaks and pressure changes,monitor,0.186867,1,1,1,0,1,0,0,2547.0,81,79,0
2849,0,3,onset,A,9,0,,unclear,0.186867,1,1,1,0,0,0,0,2377.2,50,79,0
2850,0,3,onset,A,0,0,,unclear,0.198521,1,1,1,0,0,0,0,2454.1,62,79,0
2850,0,3,onset,A,1,1,Monitor and adjust water flow based on sensor readings,monitor,0.198521,1,1,1,0,1,0,0,2340.8,46,79,0
2850,0,3,onset,A,2,1,Monitor and adjust water flow rates based on sensor data,monitor,0.198521,1,1,1,0,1,0,0,2402.3,49,79,0
2850,0,3,onset,A,3,1,Monitor and adjust the water flow rate based on sensor data,monitor,0.198521,1,1,1,0,1,0,0,2406.3,50,79,0
2850,0,3,onset,A,4,1,Monitor and adjust the water flow rate based on sensor readings,monitor,0.198521,1,1,1,0,1,0,0,2545.9,96,79,0
2850,0,3,onset,A,5,1,Monitor and adjust the water flow rate based on sensor data,monitor,0.198521,1,1,1,0,1,0,0,2476.5,65,79,0
2850,0,3,onset,A,6,1,Monitor sensor data for potential failures or anomalies,monitor,0.198521,1,1,1,0,1,0,0,2469.2,80,79,0
2850,0,3,onset,A,7,1,Monitor the water pressure and flow rate in the distribution network,monitor,0.198521,1,1,1,0,1,0,0,2427.5,69,79,0
2850,0,3,onset,A,8,1,Monitor the water pressure in the distribution lines,monitor,0.198521,1,1,1,0,1,0,0,2457.7,51,79,0
2850,0,3,onset,A,9,1,Monitor and adjust water flow based on sensor data,monitor,0.198521,1,1,1,0,1,0,0,2475.8,78,79,0
2882,1,3,recovery,A,0,0,,unclear,0.141483,1,1,1,0,0,0,0,2399.2,72,79,0
2882,1,3,recovery,A,1,0,,unclear,0.141483,1,1,1,0,0,0,0,2463.3,66,79,0
2882,1,3,recovery,A,2,1,Monitor and adjust the water flow rate based on sensor readings,monitor,0.141483,1,1,1,0,0,0,1,2442.8,48,79,0
2882,1,3,recovery,A,3,1,Monitor the water pressure in the distribution network,monitor,0.141483,1,1,1,0,0,0,1,2438.9,56,79,0
2882,1,3,recovery,A,4,0,,unclear,0.141483,1,1,1,0,0,0,0,2388.2,53,79,0
2882,1,3,recovery,A,5,0,,unclear,0.141483,1,1,1,0,0,0,0,2517.0,88,79,0
2882,1,3,recovery,A,6,1,Monitor and adjust the water flow rate based on sensor data,monitor,0.141483,1,1,1,0,0,0,1,2419.8,45,79,0
2882,1,3,recovery,A,7,0,,unclear,0.141483,1,1,1,0,0,0,0,2422.3,43,79,0
2882,1,3,recovery,A,8,1,Monitor the water pressure in the distribution lines,monitor,0.141483,1,1,1,0,0,0,1,2416.9,50,79,0
2882,1,3,recovery,A,9,0,,unclear,0.141483,1,1,1,0,0,0,0,2558.8,95,79,0
2883,1,3,recovery,A,0,1,Monitor and adjust water flow based on sensor data,monitor,0.134475,1,1,1,0,0,0,1,2363.1,48,79,0
2883,1,3,recovery,A,1,1,Monitor and adjust the water pressure in the distribution system based on sensor readings,monitor,0.134475,1,1,1,0,0,0,1,2575.0,83,79,0
2883,1,3,recovery,A,2,1,Monitor and adjust the water flow rate based on sensor data,monitor,0.134475,1,1,1,0,0,0,1,2372.7,49,79,0
2883,1,3,recovery,A,3,1,Monitor and adjust water flow based on sensor readings,monitor,0.134475,1,1,1,0,0,0,1,2448.2,82,79,0
2883,1,3,recovery,A,4,1,Monitor and adjust water flow rates based on sensor data,monitor,0.134475,1,1,1,0,0,0,1,2333.0,43,79,0
2883,1,3,recovery,A,5,1,Monitor and adjust water flow based on sensor readings,monitor,0.134475,1,1,1,0,0,0,1,2350.7,48,79,0
2883,1,3,recovery,A,6,1,Monitor sensor data for potential issues in water distribution network,monitor,0.134475,1,1,1,0,0,0,1,2464.8,73,79,0
2883,1,3,recovery,A,7,1,Monitor and adjust water flow based on sensor data,monitor,0.134475,1,1,1,0,0,0,1,2430.5,79,79,0
2883,1,3,recovery,A,8,1,Monitor the water flow rate and pressure in the distribution network,monitor,0.134475,1,1,1,0,0,0,1,2469.1,73,79,0
2883,1,3,recovery,A,9,1,Monitor sensor data for leaks and pressure fluctuations,monitor,0.134475,1,1,1,0,0,0,1,2495.9,75,79,0
2884,1,3,recovery,A,0,1,Monitor and adjust the water flow rate based on sensor data,monitor,0.175417,1,1,1,0,0,0,1,2328.7,50,79,0
2884,1,3,recovery,A,1,0,,unclear,0.175417,1,1,1,0,0,0,0,2474.2,67,79,0
2884,1,3,recovery,A,2,1,Monitor and adjust the water flow rate based on sensor readings,monitor,0.175417,1,1,1,0,0,0,1,2474.7,48,79,0
2884,1,3,recovery,A,3,0,,unclear,0.175417,1,1,1,0,0,0,0,2465.7,56,79,0
2884,1,3,recovery,A,4,1,Monitor the water pressure and flow rate in the distribution network,monitor,0.175417,1,1,1,0,0,0,1,2427.3,57,79,0
2884,1,3,recovery,A,5,1,Monitor sensor data for potential leaks or pressure fluctuations.,monitor,0.175417,1,1,1,0,0,0,1,2432.7,67,79,0
2884,1,3,recovery,A,6,0,,unclear,0.175417,1,1,1,0,0,0,0,14290.1,4096,79,0
2884,1,3,recovery,A,7,1,Monitor and adjust water flow based on sensor readings,monitor,0.175417,1,1,1,0,0,0,1,2540.0,77,79,0
2884,1,3,recovery,A,8,1,Monitor sensor data for leaks and pressure changes,monitor,0.175417,1,1,1,0,0,0,1,2434.2,71,79,0
2884,1,3,recovery,A,9,1,Monitor and adjust water flow based on sensor data,monitor,0.175417,1,1,1,0,0,0,1,2539.4,89,79,0
2885,1,3,recovery,A,0,1,Monitor and adjust the water flow rate based on sensor readings,monitor,0.186659,1,1,1,0,0,0,1,2532.7,87,79,0
2885,1,3,recovery,A,1,1,Monitor and adjust water pressure in the distribution network based on sensor readings.,monitor,0.186659,1,1,1,0,0,0,1,2460.7,77,79,0
2885,1,3,recovery,A,2,1,Monitor the water flow and pressure in the distribution network,monitor,0.186659,1,1,1,0,0,0,1,2405.4,75,79,0
2885,1,3,recovery,A,3,1,Monitor the water pressure in the distribution network,monitor,0.186659,1,1,1,0,0,0,1,2468.0,52,79,0
2885,1,3,recovery,A,4,0,,unclear,0.186659,1,1,1,0,0,0,0,14496.1,4096,79,0
2885,1,3,recovery,A,5,1,Monitor the water pressure and flow rate in the distribution network,monitor,0.186659,1,1,1,0,0,0,1,2588.1,61,79,0
2885,1,3,recovery,A,6,1,Monitor sensor data for leaks and pressure fluctuations,monitor,0.186659,1,1,1,0,0,0,1,2400.3,68,79,0
2885,1,3,recovery,A,7,1,Monitor sensor data for pressure and flow anomalies,monitor,0.186659,1,1,1,0,0,0,1,2380.8,59,79,0
2885,1,3,recovery,A,8,1,Monitor and adjust water flow based on sensor data,monitor,0.186659,1,1,1,0,0,0,1,2483.7,82,79,0
2885,1,3,recovery,A,9,1,Monitor and adjust the water flow rate based on sensor readings,monitor,0.186659,1,1,1,0,0,0,1,2413.0,48,79,0
2886,1,3,recovery,A,0,1,Monitor and adjust the water pressure in the distribution network,monitor,0.206542,1,1,1,0,0,0,1,2531.6,67,79,0
2886,1,3,recovery,A,1,1,Monitor sensor data for leaks and pressure changes,monitor,0.206542,1,1,1,0,0,0,1,2403.4,61,79,0
2886,1,3,recovery,A,2,1,Monitor sensor data for pressure and flow anomalies,monitor,0.206542,1,1,1,0,0,0,1,2327.4,43,79,0
2886,1,3,recovery,A,3,0,,unclear,0.206542,1,1,1,0,0,0,0,2412.0,50,79,0
2886,1,3,recovery,A,4,0,,unclear,0.206542,1,1,1,0,0,0,0,2400.3,48,79,0
2886,1,3,recovery,A,5,1,Monitor and adjust water pressure in distribution points,monitor,0.206542,1,1,1,0,0,0,1,2538.1,90,79,0
2886,1,3,recovery,A,6,1,Monitor sensor data for leaks and pressure fluctuations,monitor,0.206542,1,1,1,0,0,0,1,2495.4,64,79,0
2886,1,3,recovery,A,7,1,Monitor and adjust water flow based on sensor readings,monitor,0.206542,1,1,1,0,0,0,1,2472.5,80,79,0
2886,1,3,recovery,A,8,1,Monitor sensor data for leaks and pressure changes,monitor,0.206542,1,1,1,0,0,0,1,2427.5,57,79,0
2886,1,3,recovery,A,9,0,,unclear,0.206542,1,1,1,0,0,0,0,2438.0,48,79,0
3503,0,4,onset,A,0,1,Monitor and adjust water flow based on sensor data,monitor,0.213360,1,1,1,0,1,0,0,2502.6,82,79,0
3503,0,4,onset,A,1,1,Monitor and adjust water flow based on sensor data,monitor,0.213360,1,1,1,0,1,0,0,2442.7,64,79,0
3503,0,4,onset,A,2,1,Monitor the water pressure and flow rate in the distribution network using the current sensor data.,monitor,0.213360,1,1,1,0,1,0,0,2468.8,58,79,0
3503,0,4,onset,A,3,1,Monitor and adjust water flow rates based on sensor data,monitor,0.213360,1,1,1,0,1,0,0,2377.7,47,79,0
3503,0,4,onset,A,4,1,Monitor and report sensor data to the central control center.,monitor,0.213360,1,1,1,0,1,0,0,2502.3,75,79,0
3503,0,4,onset,A,5,1,Monitor and adjust water flow based on sensor data,monitor,0.213360,1,1,1,0,1,0,0,2358.2,48,79,0
3503,0,4,onset,A,6,1,Monitor the water pressure in the distribution lines,monitor,0.213360,1,1,1,0,1,0,0,2368.0,51,79,0
3503,0,4,onset,A,7,1,Monitor sensor data for leaks and pressure changes,monitor,0.213360,1,1,1,0,1,0,0,2453.7,66,79,0
3503,0,4,onset,A,8,0,,unclear,0.213360,1,1,1,0,0,0,0,2374.9,55,79,0
3503,0,4,onset,A,9,0,,unclear,0.213360,1,1,1,0,0,0,0,2443.3,70,79,0
3504,0,4,onset,A,0,1,Monitor and adjust the water flow rate based on sensor readings,monitor,0.203050,1,1,1,0,1,0,0,2468.6,51,79,0
3504,0,4,onset,A,1,1,Monitor sensor data for any anomalies or deviations from expected values.,monitor,0.203050,1,1,1,0,1,0,0,2555.4,79,79,0
3504,0,4,onset,A,2,0,,unclear,0.203050,1,1,1,0,0,0,0,2457.3,67,79,0
3504,0,4,onset,A,3,1,Monitor and adjust water flow based on sensor data,monitor,0.203050,1,1,1,0,1,0,0,2409.9,45,79,0
3504,0,4,onset,A,4,1,Monitor sensor data for leaks and pressure fluctuations,monitor,0.203050,1,1,1,0,1,0,0,2436.1,62,79,0
3504,0,4,onset,A,5,1,Monitor and adjust water flow based on sensor readings,monitor,0.203050,1,1,1,0,1,0,0,2532.9,107,79,0
3504,0,4,onset,A,6,1,Monitor the water pressure and flow rate in the distribution network to ensure it meets safety standards.,monitor,0.203050,1,1,1,0,1,0,0,2479.4,75,79,0
3504,0,4,onset,A,7,1,Monitor the water pressure and flow rate in the distribution network,monitor,0.203050,1,1,1,0,1,0,0,2439.7,74,79,0
3504,0,4,onset,A,8,0,,unclear,0.203050,1,1,1,0,0,0,0,2357.0,53,79,0
3504,0,4,onset,A,9,0,,unclear,0.203050,1,1,1,0,0,0,0,2380.3,49,79,0
3505,0,4,onset,A,0,0,,unclear,0.189691,1,1,1,0,0,0,0,2430.8,56,79,0
3505,0,4,onset,A,1,0,,unclear,0.189691,1,1,1,0,0,0,0,2476.6,86,79,0
3505,0,4,onset,A,2,1,Monitor and adjust water flow based on sensor readings,monitor,0.189691,1,1,1,0,1,0,0,2519.1,75,79,0
3505,0,4,onset,A,3,1,Monitor and adjust water pressure in the distribution network based on real-time sensor data.,monitor,0.189691,1,1,1,0,1,0,0,2379.0,53,79,0
3505,0,4,onset,A,4,1,Monitor and adjust the distribution system pressure,monitor,0.189691,1,1,1,0,1,0,0,2399.9,53,79,0
3505,0,4,onset,A,5,1,Monitor sensor data for leaks and pressure fluctuations,monitor,0.189691,1,1,1,0,1,0,0,2476.3,83,79,0
3505,0,4,onset,A,6,0,,unclear,0.189691,1,1,1,0,0,0,0,2585.4,91,79,0
3505,0,4,onset,A,7,0,,unclear,0.189691,1,1,1,0,0,0,0,2433.6,49,79,0
3505,0,4,onset,A,8,1,Monitor and adjust water flow based on sensor data,monitor,0.189691,1,1,1,0,1,0,0,2449.9,48,79,0
3505,0,4,onset,A,9,1,Monitor and adjust water pressure in the distribution network based on sensor readings,monitor,0.189691,1,1,1,0,1,0,0,2522.9,81,79,0
3506,0,4,onset,A,0,1,Monitor and adjust water flow based on sensor data,monitor,0.141036,1,1,1,0,1,0,0,2333.0,42,79,0
3506,0,4,onset,A,1,0,,unclear,0.141036,1,1,1,0,0,0,0,2450.0,68,79,0
3506,0,4,onset,A,2,1,Monitor and adjust the water flow rate based on sensor readings,monitor,0.141036,1,1,1,0,1,0,0,2475.9,48,79,0
3506,0,4,onset,A,3,1,Monitor sensor data for leaks and ensure compliance with safety standards.,monitor,0.141036,1,1,1,0,1,0,0,2490.4,63,79,0
3506,0,4,onset,A,4,1,Monitor and adjust flow rate based on sensor data,monitor,0.141036,1,1,1,0,1,0,0,2389.2,52,79,0
3506,0,4,onset,A,5,1,Monitor sensor data for leaks and pressure fluctuations,monitor,0.141036,1,1,1,0,1,0,0,2444.9,73,79,0
3506,0,4,onset,A,6,1,Monitor the water flow rate in the distribution pipe,monitor,0.141036,1,1,1,0,1,0,0,2443.3,56,79,0
3506,0,4,onset,A,7,0,,unclear,0.141036,1,1,1,0,0,0,0,2454.1,47,79,0
3506,0,4,onset,A,8,1,Monitor the water pressure and flow rate in the distribution network to ensure it meets safety standards.,monitor,0.141036,1,1,1,0,1,0,0,2482.1,72,79,0
3506,0,4,onset,A,9,1,Monitor and adjust the water pressure in the distribution network based on sensor readings,monitor,0.141036,1,1,1,0,1,0,0,2334.5,52,79,0
3507,0,4,onset,A,0,0,,unclear,0.133259,1,1,1,0,0,0,0,2509.8,84,79,0
3507,0,4,onset,A,1,1,Monitor the water pressure and flow rate in the distribution network using the current sensor data.,monitor,0.133259,1,1,1,0,1,0,0,2389.8,56,79,0
3507,0,4,onset,A,2,1,Monitor and adjust the water flow rate based on sensor data,monitor,0.133259,1,1,1,0,1,0,0,2479.9,50,79,0
3507,0,4,onset,A,3,1,Monitor the water pressure in the distribution lines,monitor,0.133259,1,1,1,0,1,0,0,2431.9,59,79,0
3507,0,4,onset,A,4,0,,unclear,0.133259,1,1,1,0,0,0,0,2544.3,103,79,0
3507,0,4,onset,A,5,1,Monitor sensor data for potential failures or anomalies,monitor,0.133259,1,1,1,0,1,0,0,2483.6,67,79,0
3507,0,4,onset,A,6,1,Monitor system pressure and flow rate,monitor,0.133259,1,1,1,0,1,0,0,2382.2,57,79,0
3507,0,4,onset,A,7,1,Monitor sensor data for leaks and pressure fluctuations,monitor,0.133259,1,1,1,0,1,0,0,2401.2,65,79,0
3507,0,4,onset,A,8,1,Monitor water pressure and flow rate in the distribution network,monitor,0.133259,1,1,1,0,1,0,0,2409.1,56,79,0
3507,0,4,onset,A,9,1,Monitor and adjust the water flow rate based on sensor data,monitor,0.133259,1,1,1,0,1,0,0,2382.9,53,79,0
3509,1,4,recovery,A,0,1,Monitor and adjust water flow based on sensor data,monitor,0.177854,1,1,1,0,0,0,1,2431.1,64,79,0
3509,1,4,recovery,A,1,1,Monitor and adjust water flow rate based on sensor data,monitor,0.177854,1,1,1,0,0,0,1,2369.9,46,79,0
3509,1,4,recovery,A,2,1,Monitor and adjust water flow based on sensor readings,monitor,0.177854,1,1,1,0,0,0,1,2608.4,141,79,0
3509,1,4,recovery,A,3,1,Monitor sensor data for leaks and pressure changes,monitor,0.177854,1,1,1,0,0,0,1,2417.6,68,79,0
3509,1,4,recovery,A,4,1,Monitor and adjust the water flow rate based on sensor readings,monitor,0.177854,1,1,1,0,0,0,1,2436.9,80,79,0
3509,1,4,recovery,A,5,1,Monitor and adjust water flow based on sensor data,monitor,0.177854,1,1,1,0,0,0,1,2524.3,86,79,0
3509,1,4,recovery,A,6,1,Monitor and adjust water flow based on sensor readings,monitor,0.177854,1,1,1,0,0,0,1,2453.7,70,79,0
3509,1,4,recovery,A,7,1,Monitor and adjust water flow based on sensor data,monitor,0.177854,1,1,1,0,0,0,1,2402.0,68,79,0
3509,1,4,recovery,A,8,1,Monitor and adjust the water flow rate based on sensor data,monitor,0.177854,1,1,1,0,0,0,1,2470.3,50,79,0
3509,1,4,recovery,A,9,1,Monitor and adjust water flow based on sensor data,monitor,0.177854,1,1,1,0,0,0,1,2425.4,48,79,0
3510,1,4,recovery,A,0,0,,unclear,0.198741,1,1,1,0,0,0,0,2498.2,73,79,0
3510,1,4,recovery,A,1,0,,unclear,0.198741,1,1,1,0,0,0,0,2419.2,53,79,0
3510,1,4,recovery,A,2,1,Monitor sensor data for potential failures or anomalies,monitor,0.198741,1,1,1,0,0,0,1,2354.7,63,79,0
3510,1,4,recovery,A,3,1,Monitor and adjust the water distribution system based on sensor data,monitor,0.198741,1,1,1,0,0,0,1,2355.6,55,79,0
3510,1,4,recovery,A,4,0,,unclear,0.198741,1,1,1,0,0,0,0,2490.3,77,79,0
3510,1,4,recovery,A,5,1,Monitor the water flow rate in the distribution pipe,monitor,0.198741,1,1,1,0,0,0,1,2440.8,66,79,0
3510,1,4,recovery,A,6,0,,unclear,0.198741,1,1,1,0,0,0,0,2471.7,60,79,0
3510,1,4,recovery,A,7,0,,unclear,0.198741,1,1,1,0,0,0,0,2441.5,71,79,0
3510,1,4,recovery,A,8,1,Monitor sensor data for pressure and flow anomalies,monitor,0.198741,1,1,1,0,0,0,1,2310.6,39,79,0
3510,1,4,recovery,A,9,1,Monitor sensor data for leaks and pressure drops,monitor,0.198741,1,1,1,0,0,0,1,2380.8,48,79,0
3511,1,4,recovery,A,0,1,Monitor the water pressure in the distribution network and adjust the pump accordingly,monitor,0.216144,1,1,1,0,0,0,1,2458.2,61,79,0
3511,1,4,recovery,A,1,1,Monitor and adjust the water flow rate based on sensor data,monitor,0.216144,1,1,1,0,0,0,1,2372.8,45,79,0
3511,1,4,recovery,A,2,1,Monitor and adjust the water flow rate based on sensor readings,monitor,0.216144,1,1,1,0,0,0,1,2430.6,52,79,0
3511,1,4,recovery,A,3,1,Monitor sensor data for leaks and pressure changes,monitor,0.216144,1,1,1,0,0,0,1,2421.5,61,79,0
3511,1,4,recovery,A,4,1,Monitor and adjust water flow based on sensor data,monitor,0.216144,1,1,1,0,0,0,1,2369.1,52,79,0
3511,1,4,recovery,A,5,1,Monitor sensor status and trigger maintenance alerts if critical conditions are detected.,safety,0.216144,1,1,1,1,0,0,0,2436.6,69,79,0
3511,1,4,recovery,A,6,0,,unclear,0.216144,1,1,1,0,0,0,0,2361.5,53,79,0
3511,1,4,recovery,A,7,1,Monitor and adjust water flow based on sensor readings,monitor,0.216144,1,1,1,0,0,0,1,2491.2,78,79,0
3511,1,4,recovery,A,8,0,,unclear,0.216144,1,1,1,0,0,0,0,2423.2,49,79,0
3511,1,4,recovery,A,9,1,Monitor sensor data for leaks and pressure fluctuations.,monitor,0.216144,1,1,1,0,0,0,1,2638.0,97,79,0
3512,1,4,recovery,A,0,1,Monitor sensor data for leaks and pressure fluctuations.,monitor,0.228550,1,1,1,0,0,0,1,2458.1,74,79,0
3512,1,4,recovery,A,1,1,Monitor and adjust the water flow rate based on sensor readings,monitor,0.228550,1,1,1,0,0,0,1,2466.3,72,79,0
3512,1,4,recovery,A,2,1,Monitor the water pressure in the distribution lines,monitor,0.228550,1,1,1,0,0,0,1,2398.5,52,79,0
3512,1,4,recovery,A,3,0,,unclear,0.228550,1,1,1,0,0,0,0,2326.4,49,79,0
3512,1,4,recovery,A,4,1,Monitor and adjust water pressure in the distribution network based on real-time sensor data.,monitor,0.228550,1,1,1,0,0,0,1,2383.3,54,79,0
3512,1,4,recovery,A,5,0,,unclear,0.228550,1,1,1,0,0,0,0,2435.5,54,79,0
3512,1,4,recovery,A,6,1,Monitor and adjust water flow based on sensor readings,monitor,0.228550,1,1,1,0,0,0,1,2457.9,77,79,0
3512,1,4,recovery,A,7,0,,unclear,0.228550,1,1,1,0,0,0,0,2623.0,104,79,0
3512,1,4,recovery,A,8,1,Monitor and adjust the water flow rate based on sensor data,monitor,0.228550,1,1,1,0,0,0,1,2405.5,44,79,0
3512,1,4,recovery,A,9,1,Monitor and adjust water flow based on sensor readings,monitor,0.228550,1,1,1,0,0,0,1,2546.0,79,79,0
3513,1,4,recovery,A,0,1,Monitor and adjust the water flow rate based on sensor data,monitor,0.237114,1,1,1,0,0,0,1,2412.8,52,79,0
3513,1,4,recovery,A,1,1,Monitor and adjust water pressure in the distribution network based on sensor readings.,monitor,0.237114,1,1,1,0,0,0,1,2563.7,69,79,0
3513,1,4,recovery,A,2,1,Monitor the water pressure in the distribution network,monitor,0.237114,1,1,1,0,0,0,1,2368.5,51,79,0
3513,1,4,recovery,A,3,1,Monitor and adjust the water flow rate based on sensor data,monitor,0.237114,1,1,1,0,0,0,1,2390.7,51,79,0
3513,1,4,recovery,A,4,1,Monitor sensor data for leaks and ensure compliance with water distribution standards.,monitor,0.237114,1,1,1,0,0,0,1,2544.5,97,79,0
3513,1,4,recovery,A,5,1,Monitor and adjust the water flow rate based on sensor data,monitor,0.237114,1,1,1,0,0,0,1,2397.4,53,79,0
3513,1,4,recovery,A,6,1,Monitor sensor data for leaks and ensure proper flow control,monitor,0.237114,1,1,1,0,0,0,1,2579.1,94,79,0
3513,1,4,recovery,A,7,1,Monitor and adjust water flow based on sensor data,monitor,0.237114,1,1,1,0,0,0,1,2388.8,47,79,0
3513,1,4,recovery,A,8,1,Monitor and adjust the water flow rate based on sensor data,monitor,0.237114,1,1,1,0,0,0,1,2481.8,53,79,0
3513,1,4,recovery,A,9,1,Monitor sensor data for leaks and pressure fluctuations,monitor,0.237114,1,1,1,0,0,0,1,2461.1,66,79,0
3736,0,5,onset,A,0,1,Monitor and adjust water flow based on sensor readings,monitor,0.155277,1,1,1,0,1,0,0,2356.3,52,79,0
3736,0,5,onset,A,1,1,Monitor the water pressure and flow rate in the distribution network to ensure it meets safety standards.,monitor,0.155277,1,1,1,0,1,0,0,2492.7,85,79,0
3736,0,5,onset,A,2,1,Monitor sensor data for leaks and ensure compliance with safety standards.,monitor,0.155277,1,1,1,0,1,0,0,2520.3,68,79,0
3736,0,5,onset,A,3,1,Monitor sensor data for leaks and pressure changes,monitor,0.155277,1,1,1,0,1,0,0,2400.1,57,79,0
3736,0,5,onset,A,4,1,Monitor and adjust water pressure in the distribution network based on sensor readings,monitor,0.155277,1,1,1,0,1,0,0,2370.4,48,79,0
3736,0,5,onset,A,5,1,Monitor and adjust the water pressure in the distribution network based on sensor readings.,monitor,0.155277,1,1,1,0,1,0,0,2554.2,95,79,0
3736,0,5,onset,A,6,1,Monitor and adjust water flow based on sensor data,monitor,0.155277,1,1,1,0,1,0,0,2378.6,48,79,0
3736,0,5,onset,A,7,1,Monitor the water pressure in the distribution lines,monitor,0.155277,1,1,1,0,1,0,0,2465.1,53,79,0
3736,0,5,onset,A,8,0,,unclear,0.155277,1,1,1,0,0,0,0,2391.2,52,79,0
3736,0,5,onset,A,9,0,,unclear,0.155277,1,1,1,0,0,0,0,2502.9,79,79,0
3737,0,5,onset,A,0,1,Monitor and adjust water flow based on sensor data,monitor,0.135529,1,1,1,0,1,0,0,2614.1,106,79,0
3737,0,5,onset,A,1,1,Monitor sensor data for potential failures or anomalies,monitor,0.135529,1,1,1,0,1,0,0,2524.5,94,79,0
